Name,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating
Anchor,Rob Scallon,Anchor,Rock,04:00,2016,11/13/2023,29,1,5
Mutter,Rob Scallon,Anchor,Rock,06:56,2016,11/13/2023,19,4,4
At Your Grave,Before I Turn,The Virus,Metal,05:13,2016,11/13/2023,30,2,4
Hero Heroine (Acoustic),Boys Like Girls,Boys Like Girls (Bonus Track Version),Alternative,04:15,2006,11/13/2023,36,0,5
Resonating Light,Earthists.,Resonating Light,Metal,04:00,2016,11/13/2023,34,1,5
Fragile,Through the Darkness,Fragile,Rock,07:34,2017,11/13/2023,26,4,4
Ashamed,Jamestown Story,The Spotify Collection,Acoustic,04:25,2013,11/13/2023,15,8,4
Nothing's Forever,Jamestown Story,The Spotify Collection,Acoustic,04:59,2013,11/13/2023,23,13,4
Locke,PYLOT,Shadow Task - EP,EDM,05:26,2017,11/13/2023,41,0,5
Rush Over Me,Seven Lions,Rush Over Me,EDM,04:19,2016,11/13/2023,26,4,5
The Way We Were,Stateside,Naive,Rock,03:24,2017,11/13/2023,24,6,4
Bone Dry,Tristam,Rocket League x Monstercat,EDM,04:44,2017,11/13/2023,34,3,5
Style,WRLD,Chase It,EDM,03:33,2015,11/13/2023,41,1,5
Windswept,Crywolf,Windswept (Single),EDM,06:27,2016,11/13/2023,23,1,4
Eyes Half Closed,Crywolf,Angels,EDM,06:45,2014,11/13/2023,24,4,4
Kjærlighet,I Killed the Prom Queen,Beloved,Metal,03:46,2014,11/13/2023,35,5,4
Fortress,ILLENIUM,Ashes,EDM,03:23,2016,11/13/2023,25,5,5
Only One,ILLENIUM,Ashes,EDM,04:06,2016,11/13/2023,24,2,5
Reverie,ILLENIUM,Ashes,EDM,04:59,2016,11/13/2023,28,4,5
Luna,"Invent, Animate",Everchanger,Metal,03:56,2014,11/13/2023,27,6,5
How Could You Leave Us,NF,Therapy Session,Pop,05:22,2016,11/13/2023,21,7,4
Home,Nitro Fun,Home - Single,EDM,03:26,2017,11/13/2023,32,0,5
I've Given Up on You,Real Friends,Put Yourself Back Together,Punk Rock,02:44,2013,11/13/2023,37,0,5
Nostalgia,Said the Sky,Nostalgia - Single,EDM,03:51,2015,11/13/2023,31,5,4
Vivacious,Shrezzers,Vivacious - Single,Metal,03:41,2016,11/13/2023,25,7,5
Shut the Fuck Up,SycAmor,Indulge: A Saga of Lights,Metal,04:20,2014,11/13/2023,29,5,4
Triumph,WRLD,Triumph - Single,EDM,03:12,2014,11/13/2023,32,4,4
All Alone,Anki,All Alone - Single,EDM,04:06,2017,11/13/2023,19,12,5
What If I Was Nothing,All That Remains,A War You Cannot Win,Rock,04:33,2012,11/13/2023,24,4,5
Ghosts,August Burns Red,Found in Far Away Places,Metal,04:46,2015,11/13/2023,25,5,5
Awake,WRLD,Awake,EDM,03:12,2016,11/13/2023,34,2,5
Coexistence,Breakdown of Sanity,Coexistence,Metal,02:36,2016,11/13/2023,35,3,5
You Love Him,Brighten,Brighten,Acoustic,03:58,2017,11/13/2023,84,13,5
Burden,Subtact & Jay Rodger,Burden - Single,Chill,03:45,2015,11/13/2023,16,5,4
The Abstract of a Planet in Resolve,Eidola,"To Speak, To Listen",Metal,02:33,2017,11/13/2023,21,12,4
Envoy,Faux Tales,Kairos,Chill,04:27,2015,11/13/2023,23,3,4
We Won't be Alone,Feint,We Won't Be Alone - Single,EDM,03:54,2015,11/13/2023,18,10,3
Lifelines,I Prevail,Lifelines,Metal,03:21,2016,11/13/2023,26,5,5
Sound of Walking Away,ILLENIUM,Sound of Walking Away,EDM,04:13,2017,11/13/2023,12,5,3
Enigmatic,In Fear and Faith,In Fear and Faith,Metal,04:06,2012,11/13/2023,22,5,5
The Arms of Sorrow,Killswitch Engage,As Daylight Dies (Special Edition),Metal,03:40,2006,11/13/2023,34,3,5
5:12 AM,Novelists,Souvenirs,Djent,04:17,2015,11/13/2023,35,0,5
Monsters,Outer Glow,Monsters - Single,Metal,03:51,2017,11/13/2023,25,9,3
Best In Me,Sent By Ravens,Mean What You Say,Rock,04:19,2012,11/13/2023,24,8,5
Depths II,Silent Planet,The Night God Slept,Metal,03:13,2014,11/13/2023,18,12,4
Liftoff,Skyhaven,Liftoff EP,Instrumental Metal,05:44,2016,11/13/2023,18,9,4
The Sound of Reverie,The Maine,Lovely Little Lonely,Rock,03:30,2017,11/13/2023,23,4,5
Tilu of the Kings,Tiluland,Axes of the Universe,Instrumental Metal,04:36,2011,11/13/2023,26,10,5
Till it's Over,Tristam,Till it's Over - Single,EDM,04:30,2013,11/13/2023,19,10,4
Break Me,Trivecta,Rocket League x Monstercat,EDM,03:42,2017,11/13/2023,33,0,4
Pull Me Under,If I Were You,Life After Death,Metal,03:41,2016,11/13/2023,28,8,5
Falling Apart in a (Crow)ded Room,A Skylit Drive,ASD,Metal,03:47,2015,11/13/2023,18,5,4
The Healing,Aether Eyes,Elevate,Metal,04:05,2016,11/13/2023,27,0,4
Zombie,Bad Wolves,Zombie,Metal,04:14,2018,11/13/2023,23,3,4
Colors,CrazyEightyEight,Colors,Metal,04:24,2018,11/13/2023,29,6,5
XO,Eden,i think you think too much of me,Pop,02:39,2016,11/13/2023,41,1,5
The Answer,Harbinger,The Answer (Single),Metal,03:25,2016,11/13/2023,34,7,5
Hideaway,"WRLD, Savoi",Hideaway (Single),EDM,03:26,2017,11/13/2023,29,1,5
Human Swarm,Humanity's Last Breath,Humanity's Last Breath,Metal,04:27,2013,11/13/2023,26,2,4
"Houston, We Got a Problem",Luke Combs,This One's for You Too,Country,03:12,2018,11/13/2023,13,13,4
Dreams Come True,Sequence of Discord,Namaste,Metal,04:51,2012,11/13/2023,18,7,4
At Your Weakest,Sightings,At Your Weakest (Single),Metal,03:53,2016,11/13/2023,23,0,4
Left You Behind,Stick to Your Guns,Disobedient,Rock,04:29,2016,11/13/2023,33,2,5
"Amazing, Because It Is",The Almost,Southern Weather,Alternative,04:24,2007,11/13/2023,27,3,5
Everything That Makes Me Sick,The Almost,Southern Weather,Alternative,03:31,2007,11/13/2023,25,6,5
Florida Sun,The Almost,Fear Inside Our Bones,Alternative,04:37,2013,11/13/2023,29,5,5
Me And Alone,The Almost,Monster Monster (Deluxe Edition),Alternative,03:03,2009,11/13/2023,24,0,4
Thirty Three,The Ghost Inside,Get What You Give,Metal,03:07,2012,11/13/2023,34,4,4
La Lune,"Madeon, Dan Smith",Adventure,EDM,03:40,2015,11/13/2023,17,7,4
Gravity (Stripped),Wage War,Gravity (Single),Rock,03:55,2018,11/13/2023,34,3,5
Johnny Cash (Stripped),Wage War,Johnny Cash (Single),Rock,03:28,2018,11/13/2023,36,3,5
Dozey,A L E X,Hollow Moon,LoFi,02:50,2018,11/13/2023,23,5,5
Machine,Amber Run,"For a Moment, I Was Lost",Alternative,04:36,2017,11/13/2023,31,6,5
Alone,Being as an Ocean,Waiting for Morning to Come,Metal,04:18,2018,11/13/2023,18,5,4
Everlong,Bob Reynolds,Somewhere in Between,Jazz,04:52,2013,11/13/2023,34,6,5
Hero,Breakdown of Sanity,Perception,Metal,03:49,2013,11/13/2023,15,1,5
The Writer,Breakdown of Sanity,Perception,Metal,05:08,2013,11/13/2023,17,3,5
Sudden Death,"Chill Children, jhfly",jhfly,LoFi,01:52,2018,11/13/2023,24,3,4
College,Stories Untold,Can't Go Home,Acoustic,03:17,2017,11/13/2023,16,0,5
Avoid The Blame,Cory Wells,How to Tear Apart the Ones You Love,Acoustic,04:03,2017,11/13/2023,32,2,4
The End of a Good Thing,Cory Wells,End of a Good Thing,Acoustic,04:34,2018,11/13/2023,34,3,5
Walk Away,Cory Wells,Walk Away,Acoustic,03:50,2018,11/13/2023,32,3,5
Skyline,ERRA,Drift,Metal,04:43,2016,11/13/2023,37,1,5
Twinleaf Town (Lofi Remix),GlitchxCity,Pokemon Lo-Fi,LoFi,04:29,2019,11/13/2023,73,12,4
I Don't Belong Here,I Prevail,Trauma,Metal,03:42,2019,11/13/2023,20,10,4
Bow Down,I Prevail,Trauma,Metal,04:04,2019,11/13/2023,32,5,5
Hurricane (Reimagined),I Prevail,Hurricane (Reimagined),Rock,03:14,2020,11/13/2023,27,1,5
Celestial Floods,"Invent, Animate",Stillworld,Metal,04:04,2016,11/13/2023,30,5,4
Pray for Progress,Jarrod Alonge,Beating a Dead Horse (Deluxe),Metal,04:13,2016,11/13/2023,38,2,5
All I Want,Kodaline,In A Perfect World,Pop,05:03,2013,11/13/2023,35,6,5
Echoes,Novelists,Souvenirs,Djent,04:34,2015,11/13/2023,25,5,5
Monochrome,Novelists,Noir,Metal,05:13,2017,11/13/2023,44,2,5
I've Had This Dream Before,Outline in Color,Jury of Wolves,Acoustic,02:26,2012,11/13/2023,0,1,4
When We're Older,Rome Hero Foxes,I/O,Acoustic,03:02,2017,11/13/2023,24,5,4
All I Got,Said the Sky,Wide-Eyed,EDM,05:16,2018,11/13/2023,33,6,4
2 Chord,Sleeping With Sirens,Madness (Deluxe Edition),Punk Rock,04:46,2015,11/13/2023,1,0,4
Fever,Sunsleep,Fever,Rock,04:10,2017,11/13/2023,20,2,4
Home,The New Coast,Home - Single,Electronic,04:03,2017,11/13/2023,35,7,4
"Soldier, Poet, King",The Oh Hellos,Dear Wormwood,Folk,02:46,2015,11/13/2023,35,2,5
Holy War,Thy Art is Murder,Holy War,Metal,04:05,2015,11/13/2023,27,8,4
Epic Tilu Fantasy Part II: Axes of the Universe,Tiluland,Axes of the Universe,Metal,04:33,2011,11/13/2023,31,5,5
Warrior's Anthem,Tiluland,Axes of the Universe,Metal,04:03,2011,11/13/2023,19,3,5
Stone Walls,We the Kings,Stripped,Pop,04:02,2014,11/13/2023,7,1,5
Black or White,Yoe Mase,Life in Boxes,Electronic,03:32,2017,11/13/2023,37,0,5
6 out of 600,Jaeden Camstra,Kids' Menu,LoFi,01:17,2017,11/13/2023,30,2,4
I Will Fail You,Demon Hunter,Extremist,Metal,04:48,2014,11/13/2023,27,3,5
The Fisherman's Song (We All Need Love),(m)(a)(e),Mae,Rock,08:21,2017,11/13/2023,21,0,5
The Worst Part (Here's to You),Actual Villains,Actual Villains,Metal,03:25,2016,11/13/2023,27,6,4
Laniakea,August Burns Red,Phantom Sessions,Metal,02:57,2019,11/13/2023,17,6,5
Sleep,Before I Turn,Sleep (Single),Metal,05:11,2018,11/13/2023,33,3,4
Petal,Chon,Chon,Groove Rock,03:04,2019,11/13/2023,43,5,5
Deathgrip,Fit for a King,Deathgrip,Metal,04:15,2016,11/13/2023,23,2,5
Eterna Forest (Lofi Remix),GlitchxCity,Pokemon Lo-Fi,LoFi,06:15,2019,11/13/2023,76,9,4
Lake Theme (Lofi Remix),GlitchxCity,Pokemon Lo-Fi,LoFi,04:43,2019,11/13/2023,87,5,5
Pokémon League (Lofi Remix),GlitchxCity,Pokemon Lo-Fi,LoFi,04:38,2019,11/13/2023,81,4,5
Where Will We Go,Grant,Where Will We Go (Acoustic),Acoustic,02:59,2019,11/13/2023,33,1,4
Every Time You Leave,I Prevail,Trauma,Metal,03:36,2019,11/13/2023,23,7,4
What I Never Learned In Study Hall,Ice Nine Kills,The Predator Becomes the Prey,Metal,03:35,2014,11/13/2023,30,0,5
Lost,If I Were You,Inner Signals,Metal,04:10,2018,11/13/2023,24,2,4
Indigo,"Invent, Animate",Stillworld,Metal,04:15,2016,11/13/2023,20,10,4
Solace,"Invent, Animate",Stillworld,Metal,03:24,2016,11/13/2023,19,5,4
Liquorlip Loaded Gun,Land of Pleasure,Sticky Fingers,Rock,05:09,2014,11/13/2023,43,2,4
Shiloh,Little Chief,Lion's Den,Folk Pop,03:31,2014,11/13/2023,23,7,4
How Good It Is,Morningsiders,How Good It Is,Folk,03:14,2018,11/13/2023,23,6,4
4 AM,Olivver the Kid,The Boy Who Cried Wolf,Acoustic,02:55,2015,11/13/2023,21,2,5
Hurt,One Desire,One Desire,Rock,05:07,2017,11/13/2023,30,5,4
Déjà Vu,Runaway Weekend,Déjà Vu,Pop,03:11,2016,11/13/2023,39,1,5
Anchor,Seasons for Change,Petals of Tomorrow,Rock,05:03,2019,11/13/2023,26,6,4
End of an Era (Acoustic),Summer Wars,End of an Era (Acoustic),Acoustic,03:33,2019,11/13/2023,19,4,4
All We Ever Knew,The Head and the Heart,Signs of Light,Folk,03:45,2016,11/13/2023,64,10,4
1953,The National Parks,Places,Folk,03:39,2017,11/13/2023,25,2,5
Dear Wormwood,The Oh Hellos,Dear Wormwood,Folk Pop,05:16,2015,11/13/2023,21,5,4
The Valley,The Oh Hellos,"Through the Deep, Dark Vallet",Folk Pop,02:54,2012,11/13/2023,22,1,5
Hold On,Tilian,The Skeptic,Rock,03:21,2018,11/13/2023,30,7,4
Skybridges,Widek,Dream Reflections,Instrumental Metal,04:59,2018,11/13/2023,28,3,5
Two Years,Wage War,Deadweight,Metal,01:15,2017,11/13/2023,9,3,4
Southbound,Wage War,Deadweight,Metal,02:56,2017,11/13/2023,9,3,3
Don't Let Me Fade Away,Wage War,Deadweight,Metal,04:05,2017,11/13/2023,14,0,5
Stitch,Wage War,Deadweight,Metal,03:26,2017,11/13/2023,10,1,4
Witness,Wage War,Deadweight,Metal,03:53,2017,11/13/2023,36,0,5
Deadweight,Wage War,Deadweight,Metal,03:36,2017,11/13/2023,14,4,5
Gravity,Wage War,Deadweight,Metal,03:51,2017,11/13/2023,15,0,5
Never Enough,Wage War,Deadweight,Metal,03:11,2017,11/13/2023,7,3,4
Indestructible,Wage War,Deadweight,Metal,04:12,2017,11/13/2023,15,2,5
Disdain,Wage War,Deadweight,Metal,02:04,2017,11/13/2023,17,5,3
My Grave Is Mine To Dig,Wage War,Deadweight,Metal,03:26,2017,11/13/2023,10,1,5
Johnny Cash,Wage War,Deadweight,Metal,03:52,2017,11/13/2023,11,1,5
Hollow,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,01:08,2020,11/13/2023,28,1,4
Twenty One,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,04:13,2020,11/13/2023,61,0,5
Alive,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,03:24,2020,11/13/2023,17,1,4
Blueprints,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,04:22,2020,11/13/2023,39,1,5
Youngblood,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,04:02,2020,11/13/2023,55,1,5
The River,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,03:48,2020,11/13/2023,26,2,5
Deadlocked,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,03:55,2020,11/13/2023,18,1,4
Enemy,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,03:58,2020,11/13/2023,24,2,4
Spineless,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,02:00,2020,11/13/2023,19,3,4
Basic Hate,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,03:40,2020,11/13/2023,40,1,5
Desperate,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,04:24,2020,11/13/2023,17,0,4
Surrounded,Wage War,Blueprints 5 Year Anniversary Edition,Metalcore,03:30,2020,11/13/2023,14,3,4
Fireflies,Lights & Motion,Chronicle,Post-Rock,05:26,2015,11/13/2023,87,6,4
Glow,Lights & Motion,Chronicle,Post-Rock,04:16,2015,11/13/2023,8,0,4
Antlers,Lights & Motion,Chronicle,Post-Rock,05:08,2015,11/13/2023,14,1,4
Reborn,Lights & Motion,Chronicle,Post-Rock,04:07,2015,11/13/2023,9,2,3
Northern Lights,Lights & Motion,Chronicle,Post-Rock,02:02,2015,11/13/2023,13,0,4
Particle Storm,Lights & Motion,Chronicle,Post-Rock,04:36,2015,11/13/2023,10,1,4
As The World Goes Away,Lights & Motion,Chronicle,Post-Rock,04:35,2015,11/13/2023,10,2,4
Paper Wings,Lights & Motion,Chronicle,Post-Rock,02:15,2015,11/13/2023,12,1,4
The Spectacular Quiet,Lights & Motion,Chronicle,Post-Rock,03:51,2015,11/13/2023,12,0,4
Album Preview: Chronicle,Lights & Motion,Chronicle,Post-Rock,08:11,2015,11/13/2023,1,2,4
This Explosion Within,Lights & Motion,Dear Avalanche,Post-Rock,02:17,2017,11/13/2023,11,3,4
Feathers,Lights & Motion,Dear Avalanche,Post-Rock,04:43,2017,11/13/2023,15,0,4
Silver Lining,Lights & Motion,Dear Avalanche,Post-Rock,04:00,2017,11/13/2023,12,0,4
Anomaly,Lights & Motion,Dear Avalanche,Post-Rock,02:54,2017,11/13/2023,13,0,4
Pandora,Lights & Motion,Dear Avalanche,Post-Rock,04:20,2017,11/13/2023,120,1,5
Perfect Symmetry,Lights & Motion,Dear Avalanche,Post-Rock,03:18,2017,11/13/2023,12,2,4
Everest,Lights & Motion,Dear Avalanche,Post-Rock,03:03,2017,11/13/2023,13,2,4
Lucid Dreaming,Lights & Motion,Dear Avalanche,Post-Rock,04:20,2017,11/13/2023,10,1,4
DNA,Lights & Motion,Dear Avalanche,Post-Rock,04:19,2017,11/13/2023,11,0,4
Anamorphic,Lights & Motion,Dear Avalanche,Post-Rock,03:51,2017,11/13/2023,9,2,4
Exhale,Lights & Motion,Dear Avalanche,Post-Rock,02:44,2017,11/13/2023,14,0,4
As They Sleep,Lights & Motion,Dear Avalanche,Post-Rock,02:00,2017,11/13/2023,12,1,4
All The Way,Lights & Motion,Dear Avalanche,Post-Rock,03:46,2017,11/13/2023,9,0,4
We Only Have Forever,Lights & Motion,Dear Avalanche,Post-Rock,03:04,2017,11/13/2023,12,1,4
Album Preview: Dear Avalanche,Lights & Motion,Dear Avalanche,Post-Rock,09:13,2017,11/13/2023,1,1,4
1:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:09,2020,11/13/2023,0,0,4
3:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:01,2020,11/13/2023,0,1,2
4:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:16,2020,11/13/2023,0,0,3
5:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:46,2020,11/13/2023,4,0,5
6:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:27,2020,11/13/2023,0,0,4
7:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:48,2020,11/13/2023,0,1,3
8:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:40,2020,11/13/2023,0,1,4
9:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:10,2020,11/13/2023,0,0,4
10:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:41,2020,11/13/2023,0,1,3
11:00 a.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:58,2020,11/13/2023,0,1,4
Noon (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:28,2020,11/13/2023,0,0,5
1:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:09,2020,11/13/2023,1,0,3
2:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:41,2020,11/13/2023,7,1,5
3:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:01,2020,11/13/2023,0,1,2
4:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:16,2020,11/13/2023,1,1,3
5:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:46,2020,11/13/2023,0,1,5
6:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:27,2020,11/13/2023,0,1,3
7:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:48,2020,11/13/2023,0,2,2
8:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:40,2020,11/13/2023,0,1,2
9:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:10,2020,11/13/2023,0,1,4
10:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:41,2020,11/13/2023,1,1,3
11:00 a.m. (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:59,2020,11/13/2023,1,1,4
Noon (~Rainy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:28,2020,11/13/2023,5,0,5
1:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:14,2020,11/13/2023,0,0,2
2:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:41,2020,11/13/2023,6,0,4
3:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:01,2020,11/13/2023,1,1,2
4:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:16,2020,11/13/2023,0,1,2
5:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:46,2020,11/13/2023,6,0,5
6:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:27,2020,11/13/2023,8,1,4
7:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:48,2020,11/13/2023,0,1,3
8:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:40,2020,11/13/2023,0,1,2
9:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:10,2020,11/13/2023,1,1,3
10:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:41,2020,11/13/2023,0,1,4
11:00 a.m. (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:59,2020,11/13/2023,0,1,4
Noon (~Snowy Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:28,2020,11/13/2023,0,1,4
1:00 p.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:16,2020,11/13/2023,0,1,3
2:00 p.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,03:05,2020,11/13/2023,0,1,3
3:00 p.m. (~Sunny Weather~),"Yasuaki Iwata, Yumi Takahashi, Shinobu Nagata, Sayako Doi, Masato Ohashi",Animal Crossing: New Horizons,Game,02:12,2020,11/13/2023,0,1,3
