Name,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating
Trainers' Eyes Meet (Lass),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:25,2006,11/13/2023,0,0,0
Trainers' Eyes Meet (Twins),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:17,2006,11/13/2023,0,0,0
Trainers' Eyes Meet (Youngster),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:20,2006,11/13/2023,0,0,0
Twinleaf Town (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:21,2006,11/13/2023,0,0,0
Valor Lakefront (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:30,2006,11/13/2023,0,0,0
Veilstone City (Day),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,01:27,2006,11/13/2023,0,0,0
Victory Road,Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:36,2006,11/13/2023,0,0,0
Victory! (Gym Leader),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:49,2006,11/13/2023,0,0,0
Victory! (Team Galactic),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:19,2006,11/13/2023,0,0,0
Victory! (Trainer Battle),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:22,2006,11/13/2023,0,0,0
Victory! (Wild Pokémon),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:17,2006,11/13/2023,0,0,0
Hot N Cold,Katy Perry,One of the Boys,Pop,03:40,2008,11/13/2023,0,0,0
Firework,Katy Perry,Teenage Dream,Pop,03:47,2010,11/13/2023,0,0,0
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream (Deluxe Edition),Pop,03:50,2010,11/13/2023,0,0,0
Tik Tok,Ke$ha,Animal,Pop,03:19,2010,11/13/2023,0,0,0
The Joy of Life,Kenny G,Breathless,Jazz,04:21,1992,11/13/2023,1,0,0
Forever in Love,Kenny G,Breathless,Jazz,05:01,1992,11/13/2023,0,0,0
In the Rain,Kenny G,Breathless,Jazz,05:03,1992,11/13/2023,0,0,0
Sentimental,Kenny G,Breathless,Jazz,06:38,1992,11/13/2023,0,0,0
By the Time This Night Is Over,Kenny G,Breathless,Jazz,04:48,1992,11/13/2023,0,0,0
End of the Night,Kenny G,Breathless,Jazz,05:25,1992,11/13/2023,0,0,0
Alone,Kenny G,Breathless,Jazz,05:28,1992,11/13/2023,0,0,0
Morning,Kenny G,Breathless,Jazz,05:17,1992,11/13/2023,0,0,0
Even if My Heart Would Break,Kenny G,Breathless,Jazz,05:01,1992,11/13/2023,0,0,0
G-Bop,Kenny G,Breathless,Jazz,04:08,1992,11/13/2023,0,0,0
Sister Rose,Kenny G,Breathless,Jazz,06:16,1992,11/13/2023,0,0,0
A Year Ago,Kenny G,Breathless,Jazz,05:19,1992,11/13/2023,0,0,0
Homeland,Kenny G,Breathless,Jazz,04:36,1992,11/13/2023,0,0,0
The Wedding Song,Kenny G,Breathless,Jazz,03:21,1992,11/13/2023,0,0,0
Winter Wonderland,Kenny G,Miracles,Jazz,03:03,1994,11/13/2023,9,0,0
White Christmas,Kenny G,Miracles,Jazz,03:02,1994,11/13/2023,7,1,0
Have Yourself a Merry Little Christmas,Kenny G,Miracles,Jazz,03:58,1994,11/13/2023,8,0,0
Silent Night,Kenny G,Miracles,Jazz,03:47,1994,11/13/2023,8,0,0
Greensleeves,Kenny G,Miracles,Jazz,03:29,1994,11/13/2023,8,0,0
Miracles,Kenny G,Miracles,Jazz,02:32,1994,11/13/2023,8,0,0
Little Drummer Boy,Kenny G,Miracles,Jazz,04:05,1994,11/13/2023,8,0,0
The Chanukah Song,Kenny G,Miracles,Jazz,02:30,1994,11/13/2023,7,0,0
Silver Bells,Kenny G,Miracles,Jazz,04:00,1994,11/13/2023,7,0,0
Away in a Manger,Kenny G,Miracles,Jazz,02:39,1994,11/13/2023,8,0,0
Brahms Lullaby,Kenny G,Miracles,Jazz,03:13,1994,11/13/2023,7,1,0
Blow,Kesha,Cannibal,Pop,03:39,2010,11/13/2023,0,0,0
Sweet Disposition (Piano),The Temper Trap,Conditions,Alternative,04:04,2008,11/13/2023,3,0,5
Compass,Lady Antebellum,Golden (Deluxe Edition),Country,03:03,2013,11/13/2023,0,0,0
Layover Letdown,Life on Repeat,Struggle + Sleep,Rock,03:19,2011,11/13/2023,0,0,0
Crystallize,Lindsey Stirling,Crystallize - Single,Electronic,04:20,2012,11/13/2023,0,0,0
Halo Theme Mjolnir Mix,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,04:11,2004,11/13/2023,0,0,3
Blow Me Away (Performed by Breaking Benjamin),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,03:25,2004,11/13/2023,0,0,0
Peril,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:46,2004,11/13/2023,0,0,0
Ghosts of Reach,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:22,2004,11/13/2023,0,0,0
Follow (1st Movement of the Odyssey) (Performed by Incubus),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,04:15,2004,11/13/2023,0,0,0
Heretic. Hero.,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:34,2004,11/13/2023,0,0,0
Flawed Legacy,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:58,2004,11/13/2023,0,0,0
Impend,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:21,2004,11/13/2023,0,0,0
Never Surrender (Performed by Nile Rogers & Nataraj),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,03:35,2004,11/13/2023,0,0,0
Ancient Machine,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:38,2004,11/13/2023,0,0,0
2nd Movement of the Odyssey,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,07:40,2004,11/13/2023,0,0,0
In Amber Clad,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:39,2004,11/13/2023,0,0,0
The Last Spartan,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:18,2004,11/13/2023,0,0,0
Orbit of Glass,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:18,2004,11/13/2023,0,0,0
3rd Movement of the Odyssey (Performed by Incubus),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,06:40,2004,11/13/2023,0,0,0
Heavy Price Paid,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:31,2004,11/13/2023,0,0,0
Earth City,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,03:06,2004,11/13/2023,0,0,0
High Charity,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:59,2004,11/13/2023,0,0,0
4th Movement of the Odyssey,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,09:07,2004,11/13/2023,0,0,0
Remembrance,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:17,2004,11/13/2023,0,0,0
Connected (Performed by Hoobastank),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:39,2004,11/13/2023,0,0,0
Overture,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,05:38,2009,11/13/2023,0,0,0
The Rookie,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,07:29,2009,11/13/2023,0,0,0
More Than His Share,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,05:48,2009,11/13/2023,0,0,0
Deference for Darkness,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:38,2009,11/13/2023,0,0,0
The Menagerie,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:09,2009,11/13/2023,0,0,0
Asphault and Ablution,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:03,2009,11/13/2023,0,0,0
Traffic Jam,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,05:52,2009,11/13/2023,0,0,0
Neon Night,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,05:37,2009,11/13/2023,0,0,0
The Office of Naval Intelligence,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,08:50,2009,11/13/2023,0,0,0
Bits and Pieces,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,07:04,2009,11/13/2023,0,0,0
Skyline,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,07:01,2009,11/13/2023,0,0,0
No Stone Unturned,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,03:22,2009,11/13/2023,0,0,0
One Way Ride,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:50,2009,11/13/2023,0,0,0
The Light at the End,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,07:52,2009,11/13/2023,0,0,0
Data Hive,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:03,2009,11/13/2023,0,0,0
Special Delivery,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,10:22,2009,11/13/2023,0,0,0
Finale,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,08:12,2009,11/13/2023,0,0,0
When You See My Friends,Mayday Parade,Mayday Parade (Deluxe Edition),Alternative,03:34,2011,11/13/2023,0,0,0
"Oh Well, Oh Well",Mayday Parade,"Oh Well, Oh Well - Single",Alternative,04:49,2011,11/13/2023,0,0,0
The Last Something That Meant Anything,Mayday Parade,Tales Told By Dead Friends - EP,Alternative,04:54,2006,11/13/2023,0,0,0
When You See My Friends,Mayday Parade,When You See My Friends - Single,Alternative,03:34,2011,11/13/2023,0,0,0
Seliana Day Theme,Akiyuki Morimoto,Monster Hunter World: Icebourne,Video Game Music,04:44,2018,11/13/2023,57,2,5
Tales Spun Through Song,Akiyuki Morimoto,Monster Hunter World: Icebourne,Video Game Music,04:37,2019,11/13/2023,61,1,5
Sand In My Boots,Morgan Wallen,Dangerous: The Double Album,Country,03:22,2021,11/13/2023,0,0,0
Prologue,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:45,2012,11/13/2023,0,0,0
Firelink Shrine,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:56,2012,11/13/2023,0,0,0
Taurus Demon,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:39,2012,11/13/2023,0,0,0
Bell Gargoyle,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:25,2012,11/13/2023,0,0,0
Pinwheel,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:57,2012,11/13/2023,0,0,0
Gaping Dragon,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:16,2012,11/13/2023,0,0,0
Chaos Witch Quelaag,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:38,2012,11/13/2023,0,0,0
Daughters of Chaos,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:54,2012,11/13/2023,0,0,0
Iron Golem,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:50,2012,11/13/2023,0,0,0
Ornstein & Smough,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:04,2012,11/13/2023,0,0,0
"Gwynevere, Princess of Sunlight",Motoi Sakuraba,Dark Souls OST,Video Game Music,03:21,2012,11/13/2023,0,0,0
Great Grey Wolf Sif,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:18,2012,11/13/2023,0,0,0
Caeseless Discharge,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:02,2012,11/13/2023,0,0,0
Centipede Demon,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:49,2012,11/13/2023,0,0,0
Four Kings,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:46,2012,11/13/2023,0,0,0
Seath the Scaleless,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:54,2012,11/13/2023,0,0,0
Gravelord Nito,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:43,2012,11/13/2023,0,0,0
Bed of Chaos,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:00,2012,11/13/2023,0,0,0
The Ancient Dragon,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:40,2012,11/13/2023,0,0,0
Crossbreed Priscilla,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:09,2012,11/13/2023,0,0,0
Dark Sun Gwyndolin,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:59,2012,11/13/2023,0,0,0
"Gwyn, Lord of Cinder",Motoi Sakuraba,Dark Souls OST,Video Game Music,03:37,2012,11/13/2023,0,0,0
Nameless Song,Motoi Sakuraba,Dark Souls OST,Video Game Music,06:38,2012,11/13/2023,0,0,0
Awake My Soul,Mumford & Sons,Sigh No More,Rock,04:15,2009,11/13/2023,23,0,5
Luminous,Arkive,Sonder,Metal,05:00,2017,11/13/2023,12,3,4
Already Gone,Bayside,Killing Time,Rock,03:39,2011,11/13/2023,14,3,4
Slow Breathing,Celtic Chillout Relaxation Academy,Celtic Spa & Relaxation,Celtic,03:31,2018,11/13/2023,48,2,4
In Flames,Dabin,Pyres,EDM,03:24,2018,11/13/2023,22,4,4
All I See,"Draper, Laura Brehm",All I See (Single),EDM,03:24,2016,11/13/2023,33,12,4
Ancient Retreat (From Pokemon Legends: Arceus),GlitchxCity,Ancient Retreat (From Pokemon Legends: Arceus),Electronic,03:21,2022,11/13/2023,61,16,4
The Reason (Acoustic),Hoobastank,Hoobastank (20 Year Anniversary),Acoustic,03:54,2020,11/13/2023,68,2,5
Dusk Sermons,Le Palade,Dusk Sermons,Atmospheric Piano,03:21,2022,11/13/2023,45,1,4
All Gone,Michael St. Laurent,Armada Chill 001,Electronic,03:41,2014,11/13/2023,48,2,5
Lost Cause,Novelists,Smoke Signals,Metal,04:51,2022,11/13/2023,45,5,5
My Solution Is in the Lake,Pentimento,"I, No Longer",Punk Rock,03:13,2015,11/13/2023,12,3,4
Dark Chocolate,Purrple Cat,Sweet Dreams,LoFi,02:57,2020,11/13/2023,50,2,5
Late Night Latte,Purrple Cat,Sweet Dreams,LoFi,03:13,2020,11/13/2023,52,3,5
Space Cadet,"Philanthrope, sleepy fish",Chillhop Daydreams 2,LoFi,02:22,2019,11/13/2023,47,3,4
Last Days,Yasushi Yoshida,Heavenly Me Last Days,Atmospheric Piano,09:59,2016,11/13/2023,29,7,4
Bleach,Hurtwave,Night Therapy I,Alternative,03:18,2021,11/13/2023,175,1,5
Fireflies,Lights & Motion,Chronicle,Post-Rock,05:25,2015,11/13/2023,0,0,4
Pandora,Lights & Motion,Dear Avalanche,Electronic,04:20,2017,11/13/2023,3,0,0
Antares,Novelists,Antares (Single),Metal,04:45,2014,11/13/2023,28,2,5
Say (All I Need),OneRepublic,Dreaming Out Loud,Pop,03:50,2007,11/13/2023,0,0,0
Mercy,OneRepublic,Dreaming Out Loud,Pop,04:01,2007,11/13/2023,0,0,0
Stop and Stare,OneRepublic,Dreaming Out Loud,Pop,03:43,2007,11/13/2023,0,0,0
Apologize,OneRepublic,Dreaming Out Loud,Pop,03:28,2007,11/13/2023,0,0,0
"Goodbye, Apathy",OneRepublic,Dreaming Out Loud,Pop,03:32,2007,11/13/2023,0,0,0
All Fall Down,OneRepublic,Dreaming Out Loud,Pop,04:05,2007,11/13/2023,0,0,0
Tyrant,OneRepublic,Dreaming Out Loud,Pop,05:03,2007,11/13/2023,0,0,0
Prodigal,OneRepublic,Dreaming Out Loud,Pop,03:55,2007,11/13/2023,0,0,0
Won't Stop,OneRepublic,Dreaming Out Loud,Pop,05:03,2007,11/13/2023,0,0,0
All We Are,OneRepublic,Dreaming Out Loud,Pop,04:28,2007,11/13/2023,0,0,0
Someone to Save You,OneRepublic,Dreaming Out Loud,Pop,04:15,2007,11/13/2023,0,0,0
Come Home,OneRepublic,Dreaming Out Loud,Pop,04:23,2007,11/13/2023,0,0,0
Apologize,OneRepublic,Dreaming Out Loud,Pop,03:05,2007,11/13/2023,0,0,0
Gunman,Orden Ogan,Gunmen,Power Metal,05:17,2017,11/13/2023,48,4,5
Fields of Sorrow,Orden Ogan,Gunmen,Power Metal,06:43,2017,11/13/2023,28,1,5
Forlorn and Forsaken,Orden Ogan,Gunmen,Power Metal,04:48,2017,11/13/2023,17,1,5
Vampire in Ghost Town,Orden Ogan,Gunmen,Power Metal,06:16,2017,11/13/2023,19,0,4
Come With Me to the Other Side,Orden Ogan,Gunmen,Power Metal,06:14,2017,11/13/2023,21,1,5
The Face of Silence,Orden Ogan,Gunmen,Power Metal,06:14,2017,11/13/2023,11,2,4
Ashen Rain,Orden Ogan,Gunmen,Power Metal,03:53,2017,11/13/2023,21,0,5
Down Here (Wanted Dead or Alive),Orden Ogan,Gunmen,Power Metal,03:15,2017,11/13/2023,23,1,5
One Last Chance,Orden Ogan,Gunmen,Power Metal,05:15,2017,11/13/2023,19,1,4
Finis Coronat Opus,Orden Ogan,Gunmen,Power Metal,08:48,2017,11/13/2023,17,1,5
Youth of the Nation,P.O.D.,Greatest Hits - The Atlantic Years,Rock,04:18,2006,11/13/2023,10,1,5
Begin,Parkway Drive,Horizons,Metal,00:48,2007,11/13/2023,0,0,3
The Sirens' Song,Parkway Drive,Horizons,Metal,03:04,2007,11/13/2023,0,2,3
Feed Them to the Pigs,Parkway Drive,Horizons,Metal,02:35,2007,11/13/2023,1,0,3
Carrion,Parkway Drive,Horizons,Metal,03:07,2007,11/13/2023,3,0,3
Five Months,Parkway Drive,Horizons,Metal,04:02,2007,11/13/2023,4,0,4
Boneyards,Parkway Drive,Horizons,Metal,03:15,2007,11/13/2023,5,5,4
Idols and Anchors,Parkway Drive,Horizons,Metal,03:48,2007,11/13/2023,6,0,5
Moments in Oblivion,Parkway Drive,Horizons,Metal,01:43,2007,11/13/2023,5,1,4
Breaking Point,Parkway Drive,Horizons,Metal,03:38,2007,11/13/2023,3,0,4
Dead Man's Chest,Parkway Drive,Horizons,Metal,03:21,2007,11/13/2023,0,0,4
Frostbite,Parkway Drive,Horizons,Metal,03:35,2007,11/13/2023,4,0,5
Horizons,Parkway Drive,Horizons,Metal,05:39,2007,11/13/2023,28,0,5
Destroyer,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:47,2015,11/13/2023,29,2,5
Dying to Believe,Parkway Drive,Ire (Deluxe Edition),Metalcore,03:12,2015,11/13/2023,2,0,3
Vice Grip,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:23,2015,11/13/2023,9,0,4
Crushed,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:36,2015,11/13/2023,47,0,5
Fractures,Parkway Drive,Ire (Deluxe Edition),Metalcore,05:32,2015,11/13/2023,39,0,5
Writings on the Wall,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:23,2015,11/13/2023,22,0,4
Bottom Feeder,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:20,2015,11/13/2023,4,0,4
The Sound of Violence,Parkway Drive,Ire (Deluxe Edition),Metalcore,03:24,2015,11/13/2023,4,0,4
Vicious,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:21,2015,11/13/2023,4,1,4
Dedicated,Parkway Drive,Ire (Deluxe Edition),Metalcore,03:23,2015,11/13/2023,6,0,4
A Deathless Song,Parkway Drive,Ire (Deluxe Edition),Metalcore,05:53,2015,11/13/2023,31,1,5
Devil's Calling (Bonus Track),Parkway Drive,Ire (Deluxe Edition),Metalcore,03:26,2016,11/13/2023,2,0,3
Into The Dark (Bonus Track),Parkway Drive,Ire (Deluxe Edition),Metalcore,03:30,2016,11/13/2023,2,1,4
A Deathless Song (Remix) (Feat. Jenna McDougall) (Bonus Track),Parkway Drive,Ire (Deluxe Edition),Metalcore,04:00,2016,11/13/2023,6,0,5
Come to Jesus,Paul Alan,Drive It Home,Christian & Gospel,04:11,2008,11/13/2023,0,0,0
Who We Are,Picturesque,Monstrous Things,Metal,03:27,2015,11/13/2023,17,5,4
Son of a Gun,Search the City,A Fire So Big the Heavens Can See It,Rock,03:12,2008,11/13/2023,12,2,4
To the Moon for All I Care,Search the City,A Fire So Big the Heavens Can See It,Rock,03:25,2008,11/13/2023,17,1,4
Detroit was Built on Secrets,Search the City,A Fire So Big the Heavens Can See It,Rock,03:46,2008,11/13/2023,16,0,4
Talk is Cheap and I've Got Expensive Taste,Search the City,A Fire So Big the Heavens Can See It,Rock,03:17,2008,11/13/2023,11,2,4
Bigger Scars Make Better Stories,Search the City,A Fire So Big the Heavens Can See It,Rock,03:10,2008,11/13/2023,11,2,4
The Streetlight Diaries,Search the City,A Fire So Big the Heavens Can See It,Rock,03:22,2008,11/13/2023,10,1,4
In This Scene You're Just an Extra,Search the City,A Fire So Big the Heavens Can See It,Rock,03:15,2008,11/13/2023,7,4,4
Clocks and Timepieces,Search the City,A Fire So Big the Heavens Can See It,Rock,03:59,2008,11/13/2023,7,3,5
Words As Weapons,Seether,Isolate and Medicate (Deluxe Edition),Rock,04:01,2014,11/13/2023,0,0,0
How to Screw Up Your Future and Disappoint Your Loved Ones,Settle Your Scores,The Wilderness,Rock,04:11,2016,11/13/2023,28,3,5
Inside the Hollow,SION,SION,Metalcore,03:49,2020,11/13/2023,31,5,5
Drown,SION,SION,Metalcore,04:13,2020,11/13/2023,31,3,4
The Blade,SION,SION,Metalcore,03:40,2020,11/13/2023,39,5,5
If You Can't Hang,Sleeping With Sirens,Let's Cheers To This,Punk Rock,04:10,2011,11/13/2023,19,2,5
Another Life,softy,Another Life,LoFi,02:40,2022,11/13/2023,84,3,5
Fallen Leaves,softy,Another Life,LoFi,02:40,2022,11/13/2023,88,1,5
April Morning,softy,Another Life,LoFi,02:25,2022,11/13/2023,84,2,5
Silhouettes,softy,Another Life,LoFi,03:07,2022,11/13/2023,84,1,5
Waiting For A Sign,softy,Another Life,LoFi,02:17,2022,11/13/2023,85,5,5
Compass,softy,Another Life,LoFi,02:35,2022,11/13/2023,81,5,5
Flash From The Past,softy,Another Life,LoFi,03:03,2022,11/13/2023,78,2,5
Turn My Swag On,Soulja Boy Tell 'Em,iSouljaBoyTellem (Deluxe Version),Hip-Hop/Rap,03:26,2008,11/13/2023,0,0,0
Garage Door (feat. JB Brubaker),Sunrise Skater Kids,Friendville,Punk Rock,04:03,2016,11/13/2023,1,3,0
The Catchy One,Sunrise Skater Kids,Friendville,Punk Rock,03:36,2016,11/13/2023,4,1,0
Pit Warrior (feat. Dave Stephens),Sunrise Skater Kids,Friendville,Punk Rock,03:31,2016,11/13/2023,1,0,0
Friendville,Sunrise Skater Kids,Friendville,Punk Rock,03:43,2016,11/13/2023,2,1,0
Rylo Ken,Sunrise Skater Kids,Friendville,Punk Rock,02:36,2016,11/13/2023,1,2,0
Trigger Warning (feat. Johnny Franck),Sunrise Skater Kids,Friendville,Punk Rock,03:24,2016,11/13/2023,0,0,0
Exposure Bank,Sunrise Skater Kids,Friendville,Punk Rock,01:58,2016,11/13/2023,1,1,0
Rain on my Parade,Sunrise Skater Kids,Friendville,Punk Rock,04:22,2016,11/13/2023,1,0,0
Nothing Special (feat. Patty Walters),Sunrise Skater Kids,Friendville,Punk Rock,03:04,2016,11/13/2023,2,0,0
All the Old Things,Sunrise Skater Kids,Friendville,Punk Rock,04:17,2016,11/13/2023,1,2,0
Mother's Milk,Sunrise Skater Kids,Friendville,Punk Rock,06:01,2016,11/13/2023,2,1,0
First World Tragedy,Sunrise Skater Kids,Friendville,Punk Rock,05:00,2016,11/13/2023,4,0,0
Love Me Back (feat. Cody Carson),Sunrise Skater Kids,Friendville,Punk Rock,03:28,2016,11/13/2023,2,1,0
Take It Easycore,Sunrise Skater Kids,Friendville,Punk Rock,03:27,2016,11/13/2023,3,0,0
Pop Punk Pizza Party (feat. Dave Days),Sunrise Skater Kids,Friendville,Punk Rock,04:34,2016,11/13/2023,0,1,0
Goodbye Baltimore (The Flute Song),Sunrise Skater Kids,Friendville,Punk Rock,03:06,2016,11/13/2023,1,1,3
Xtraordinary,T-Weaponz,Just Begun…,Hip-Hop/Rap,03:52,2007,11/13/2023,0,0,0
Everything I Ask For,The Maine,Everything I Ask For - Single,Alternative,02:37,2008,11/13/2023,2,1,4
Life Cycles,The Word Alive,Life Cycles,Metal,04:23,2012,11/13/2023,23,3,4
Come Back Down,This Wild Life,Petaluma,Singer/Songwriter,03:29,2018,11/13/2023,36,5,5
It's All Over,Three Days Grace,One-X,Pop,04:09,2006,11/13/2023,2,1,4
Drunk Americans,Toby Keith,Drunk Americans - Single,Country,03:20,2014,11/13/2023,0,0,0
Emo Girl,Todd Barriage,Emo Girl (Single),Punk Rock,02:37,2022,11/13/2023,44,5,4
Some Nights,Tyler Ward & Alex G,Some Nights - Single,Singer/Songwriter,04:13,2012,11/13/2023,0,0,0
Miku,Hatsune Miku,S/S17,Vocaloid,03:38,2017,11/13/2023,33,9,5
Lucky Orb,Hatsune Miku,Lucky Orb (Single),Vocaloid,04:08,2018,11/13/2023,35,2,4
Electric Love,Hatsune Miku,Eight - The Best of Hachioji P,Vocaloid,04:51,2016,11/13/2023,40,3,4
Weekender Girl,Hatsune Miku,Eight - The Best of Hachioji P,Vocaloid,03:33,2016,11/13/2023,37,1,5
Meteor,Hatsune Miku,Meteor EP,Vocaloid,08:36,2011,11/13/2023,40,3,5
Decorator,Hatsune Miku,Decorator EP,Vocaloid,03:24,2014,11/13/2023,41,5,5
"Last Night, Good Night",Hatsune Miku,Re:Package,Vocaloid,06:23,2008,11/13/2023,49,1,5
Tell Your World,Hatsune Miku,Tell Your World EP,Vocaloid,04:15,2012,11/13/2023,30,6,5
Luka Luka Night Fever,Megurine Luka,Fever,Vocaloid,04:01,2011,11/13/2023,58,3,5
Love of Love by Love for Love,Hatsune Miku,Love of Love by Love for Love (Single),Vocaloid,03:55,2020,11/13/2023,27,5,5
Because You're Here,Hatsune Miku,Because You're Here (Single),Vocaloid,04:30,2021,11/13/2023,37,3,4
Meltdown,Rin Kagamine,Meltdown (Single),Vocaloid,05:32,2008,11/13/2023,66,3,4
"Lord, I Need You",Wade McNutt,"Christian Piano Meditation, Vol. 3",Christian & Gospel,03:48,2013,11/13/2023,0,0,0
Departure,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:25,2014,11/13/2023,2,2,4
Fire Keepers,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:13,2014,11/13/2023,0,0,0
Majula,Yuka Kitimara,Dark Souls II OST,Video Game Music,03:18,2014,11/13/2023,0,0,0
The Last Giant,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:08,2014,11/13/2023,0,0,0
The Pursuer,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:12,2014,11/13/2023,0,0,0
Old Dragonslayer,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:45,2014,11/13/2023,0,0,0
Dragonrider,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:03,2014,11/13/2023,0,0,0
Sparring,Yuka Kitimara,Dark Souls II OST,Video Game Music,00:14,2014,11/13/2023,0,0,0
Flexile Sentry,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:42,2014,11/13/2023,0,0,0
